"par","yhat","K.sce","I.sce","N.sce","outcome"
0.820140097082841,0.949900129442961,0.05,1,1,"R0"
0.850333942433413,0.950133372024061,0.05,1,1,"R0"
0.880527787783985,0.950730528136212,0.05,1,1,"R0"
0.910721633134556,0.951272281033177,0.05,1,1,"R0"
0.940915478485128,0.951635524993163,0.05,1,1,"R0"
0.9711093238357,0.952253489530247,0.05,1,1,"R0"
1.00130316918627,0.952714574274849,0.05,1,1,"R0"
1.03149701453684,0.952976827275097,0.05,1,1,"R0"
1.06169085988741,0.953050502822516,0.05,1,1,"R0"
1.09188470523799,0.953189986141353,0.05,1,1,"R0"
1.12207855058856,0.953398560248576,0.05,1,1,"R0"
1.15227239593913,0.953365113482591,0.05,1,1,"R0"
1.1824662412897,0.953503285809478,0.05,1,1,"R0"
1.21266008664027,0.953429812791412,0.05,1,1,"R0"
1.24285393199084,0.953371084438049,0.05,1,1,"R0"
1.27304777734142,0.953370148880675,0.05,1,1,"R0"
1.30324162269199,0.953486276394031,0.05,1,1,"R0"
1.33343546804256,0.953459870906168,0.05,1,1,"R0"
1.36362931339313,0.953557988309837,0.05,1,1,"R0"
1.3938231587437,0.953682731919648,0.05,1,1,"R0"
1.42401700409428,0.953682731919648,0.05,1,1,"R0"
1.45421084944485,0.953682731919648,0.05,1,1,"R0"
1.48440469479542,0.953682731919648,0.05,1,1,"R0"
1.51459854014599,0.95367624868745,0.05,1,1,"R0"
0.0104166666666667,0.941984350284168,0.05,1,1,"R0"
0.060274408080391,0.941479855427871,0.05,1,1,"R0"
0.110132149494115,0.941171140603798,0.05,1,1,"R0"
0.15998989090784,0.941128108912851,0.05,1,1,"R0"
0.209847632321564,0.941311328062643,0.05,1,1,"R0"
0.259705373735288,0.94134380957466,0.05,1,1,"R0"
0.309563115149012,0.941044475893108,0.05,1,1,"R0"
0.359420856562737,0.940806408801161,0.05,1,1,"R0"
0.409278597976461,0.940642469225753,0.05,1,1,"R0"
0.459136339390185,0.94066519052128,0.05,1,1,"R0"
0.508994080803909,0.940730242609849,0.05,1,1,"R0"
0.558851822217634,0.941157900194542,0.05,1,1,"R0"
0.608709563631358,0.941515943579844,0.05,1,1,"R0"
0.658567305045082,0.941859624140975,0.05,1,1,"R0"
0.708425046458806,0.941941288902107,0.05,1,1,"R0"
0.758282787872531,0.942024159964535,0.05,1,1,"R0"
0.808140529286255,0.942125653222432,0.05,1,1,"R0"
0.857998270699979,0.942393014358882,0.05,1,1,"R0"
0.907856012113704,0.942849047283752,0.05,1,1,"R0"
0.957713753527428,0.943242953928255,0.05,1,1,"R0"
1.00757149494115,0.943212211996436,0.05,1,1,"R0"
1.05742923635488,0.943152228168449,0.05,1,1,"R0"
1.1072869777686,0.943261241245072,0.05,1,1,"R0"
1.15714471918232,0.943871702036926,0.05,1,1,"R0"
1.20700246059605,0.944429359279633,0.05,1,1,"R0"
1.25686020200977,0.945191643315339,0.05,1,1,"R0"
1.3067179434235,0.945604290688264,0.05,1,1,"R0"
1.35657568483722,0.945933216472007,0.05,1,1,"R0"
1.40643342625095,0.946325336909759,0.05,1,1,"R0"
1.45629116766467,0.946826697237384,0.05,1,1,"R0"
1.50614890907839,0.947274524513618,0.05,1,1,"R0"
1.55600665049212,0.947820846043699,0.05,1,1,"R0"
1.60586439190584,0.94838419743775,0.05,1,1,"R0"
1.65572213331957,0.94888429446371,0.05,1,1,"R0"
1.70557987473329,0.949633412573978,0.05,1,1,"R0"
1.75543761614702,0.950069538386395,0.05,1,1,"R0"
1.80529535756074,0.95031682278838,0.05,1,1,"R0"
1.85515309897446,0.951082301503153,0.05,1,1,"R0"
1.90501084038819,0.9518970057571,0.05,1,1,"R0"
1.95486858180191,0.952711992780338,0.05,1,1,"R0"
2.00472632321564,0.952842759138032,0.05,1,1,"R0"
2.05458406462936,0.953580926429266,0.05,1,1,"R0"
2.10444180604309,0.954249992687993,0.05,1,1,"R0"
2.15429954745681,0.954787254939544,0.05,1,1,"R0"
2.20415728887053,0.955269269384027,0.05,1,1,"R0"
2.25401503028426,0.956007917069257,0.05,1,1,"R0"
2.30387277169798,0.956700564670811,0.05,1,1,"R0"
2.35373051311171,0.95867822935909,0.05,1,1,"R0"
2.40358825452543,0.959160611524508,0.05,1,1,"R0"
2.45344599593916,0.960298906422405,0.05,1,1,"R0"
2.50330373735288,0.960367404275425,0.05,1,1,"R0"
0,0.937283157189899,0.05,1,1,"R0"
0.00200064226075786,0.937219359444273,0.05,1,1,"R0"
0.00400128452151572,0.937452165930744,0.05,1,1,"R0"
0.00600192678227358,0.938182218524131,0.05,1,1,"R0"
0.00800256904303144,0.938565036541384,0.05,1,1,"R0"
0.0100032113037893,0.939508598932996,0.05,1,1,"R0"
0.0120038535645472,0.939635506709678,0.05,1,1,"R0"
0.014004495825305,0.93979972632918,0.05,1,1,"R0"
0.0160051380860629,0.940417869043648,0.05,1,1,"R0"
0.0180057803468207,0.941086322759446,0.05,1,1,"R0"
0.0200064226075786,0.941822317358675,0.05,1,1,"R0"
0.0220070648683365,0.942501941100165,0.05,1,1,"R0"
0.0240077071290943,0.943165983157001,0.05,1,1,"R0"
0.0260083493898522,0.943936822501644,0.05,1,1,"R0"
0.02800899165061,0.944210080256564,0.05,1,1,"R0"
